capture_id,task_id,vlm_model,prompt_hash,cache_hit,vlm_safe,vlm_lively,vlm_beautiful,vlm_wealthy,vlm_boring,vlm_depressing,vlm_status,vlm_error
201312_114.30882777640898_22.732776127722143.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.77,0.08,0.49,0.33,0.74,0.16,ok,
201312_114.3115919864939_22.782113155236605.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.78,0.12,0.63,0.66,0.72,0.1,ok,
201312_114.31522844727854_22.755518967676593.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.72,0.08,0.46,0.3,0.79,0.18,ok,
201312_114.32047496065323_22.79014665066662.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.74,0.24,0.42,0.31,0.66,0.28,ok,
201312_114.3210375_22.764714699999995.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.72,0.12,0.41,0.46,0.78,0.18,ok,
201312_114.3589352_22.74361039999999.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.78,0.08,0.34,0.45,0.88,0.24,ok,
201312_114.36616_22.6108985.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.71,0.18,0.63,0.34,0.56,0.18,ok,
201312_114.3839314_22.616090400000004.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.74,0.28,0.55,0.62,0.57,0.14,ok,
201312_114.4100365_22.6964255.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.68,0.24,0.42,0.36,0.78,0.31,ok,
201312_114.4226865_22.63003519999999.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.77,0.24,0.58,0.42,0.69,0.18,ok,
201312_114.44753853438388_22.59878176472855.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.84,0.12,0.73,0.37,0.58,0.12,ok,
201312_114.4766241_22.591292899999996.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.72,0.55,0.57,0.61,0.38,0.12,ok,
201312_114.47875850000001_22.553592399999996.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.82,0.28,0.67,0.58,0.63,0.12,ok,
201312_114.4840805_22.53794989999999.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.74,0.12,0.28,0.22,0.79,0.24,ok,
201312_114.4932418459449_22.59812495946907.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.74,0.16,0.78,0.45,0.53,0.08,ok,
201402_114.2354072444943_22.717375951530183.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.71,0.58,0.42,0.55,0.46,0.22,ok,
201402_114.30325706315772_22.703626619142224.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.88,0.22,0.71,0.46,0.57,0.12,ok,
201402_114.31282391584024_22.716085470930057.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.72,0.28,0.57,0.45,0.64,0.18,ok,
201402_114.3897088_22.742227699999997.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.74,0.58,0.36,0.42,0.41,0.22,ok,
201402_114.410324_22.6407317.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.72,0.18,0.42,0.35,0.73,0.16,ok,
201403_114.02884416138046_22.76146747143481.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.74,0.12,0.41,0.66,0.77,0.22,ok,
201403_114.291943_22.670415299999995.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.58,0.22,0.28,0.35,0.74,0.34,ok,
201404_113.88194917077641_22.8155861177406.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.77,0.06,0.41,0.42,0.86,0.19,ok,
201404_113.8891361_22.658751799999997.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.76,0.38,0.52,0.46,0.74,0.14,ok,
201404_113.9381102174492_22.67214804135569.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.69,0.2,0.55,0.36,0.79,0.17,ok,
201408_113.9440293_22.7980389.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.66,0.38,0.57,0.58,0.54,0.14,ok,
201410_114.39313294679685_22.740476520102636.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.83,0.16,0.71,0.74,0.72,0.08,ok,
201410_114.401642_22.760514199999992.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.78,0.18,0.42,0.55,0.74,0.18,ok,
201509_113.8842395_22.5070012.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.55,0.62,0.34,0.44,0.45,0.18,ok,
201510_113.9132915_22.4939517.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.72,0.22,0.58,0.67,0.63,0.18,ok,
201510_114.12311478463587_22.540428499015647.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.78,0.39,0.56,0.68,0.57,0.12,ok,
201510_114.141854_22.6526184.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.74,0.18,0.42,0.68,0.79,0.15,ok,
201510_114.1548433_22.612801099999995.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.78,0.25,0.38,0.63,0.72,0.12,ok,
201511_113.78989593872954_22.626797290819933.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.73,0.08,0.62,0.56,0.84,0.12,ok,
201511_113.8926971_22.590370800000002.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.83,0.58,0.72,0.56,0.31,0.08,ok,
201601_113.8745102_22.5675937.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.63,0.48,0.57,0.52,0.38,0.2,ok,
201601_113.91355756883638_22.578036885096644.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.73,0.18,0.55,0.58,0.68,0.17,ok,
201601_113.9205707480704_22.555670959071687.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.78,0.28,0.46,0.67,0.73,0.17,ok,
201601_113.9367483_22.5688907.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.71,0.34,0.46,0.57,0.56,0.19,ok,
201601_113.95563_22.5731096.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.72,0.58,0.63,0.71,0.34,0.08,ok,
201601_113.97572705186109_22.58630829746072.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.84,0.12,0.46,0.53,0.78,0.12,ok,
201601_113.98643188363951_22.565336028740756.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.63,0.18,0.46,0.43,0.72,0.24,ok,
201601_114.00555478492693_22.63003206862512.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.72,0.35,0.55,0.66,0.48,0.08,ok,
201601_114.0135251_22.565275.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.82,0.46,0.71,0.75,0.43,0.08,ok,
201601_114.03942740028948_22.59325947934857.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.72,0.24,0.41,0.44,0.59,0.16,ok,
201601_114.0493319_22.6903141.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.78,0.18,0.52,0.46,0.74,0.17,ok,
201601_114.04964802536469_22.65207090120377.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.74,0.24,0.45,0.68,0.73,0.18,ok,
201601_114.0712346_22.5696774.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.78,0.58,0.55,0.62,0.46,0.08,ok,
201601_114.10467809451235_22.63798504103764.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.72,0.18,0.36,0.42,0.79,0.18,ok,
201601_114.1115713_22.576595899999997.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.72,0.45,0.53,0.46,0.42,0.12,ok,
201602_114.0076178_22.653348199999996.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.62,0.53,0.38,0.54,0.41,0.28,ok,
201602_114.1318184_22.558027199999998.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.75,0.42,0.67,0.83,0.46,0.12,ok,
201606_114.0391485_22.7282786.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.62,0.28,0.34,0.45,0.74,0.2,ok,
201607_114.1406262_22.5624803.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.74,0.42,0.56,0.61,0.63,0.12,ok,
201608_114.2805139_22.625256699999998.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.71,0.18,0.78,0.34,0.52,0.08,ok,
201608_114.300297_22.5877188.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.82,0.22,0.77,0.78,0.41,0.08,ok,
201708_113.9089397_22.523997199999993.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.8,0.6,0.88,0.82,0.18,0.04,ok,
201708_113.9153991_22.566538199999997.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.58,0.32,0.24,0.45,0.72,0.46,ok,
201708_113.9303359_22.515187099999995.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.82,0.38,0.67,0.72,0.41,0.12,ok,
201708_113.9439892_22.5486754.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.78,0.44,0.66,0.7,0.29,0.08,ok,
201708_114.1139086_22.538370400000005.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.62,0.48,0.57,0.84,0.46,0.1,ok,
201709_113.9344939_22.552632599999995.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.78,0.32,0.61,0.66,0.74,0.16,ok,
201709_113.943607_22.5605947.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.74,0.18,0.55,0.72,0.67,0.19,ok,
201709_113.96211397355088_22.531719062555634.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.83,0.2,0.73,0.7,0.42,0.08,ok,
201709_113.9639129_22.534823.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.78,0.79,0.62,0.58,0.24,0.12,ok,
201709_113.9994241_22.667688899999998.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.72,0.42,0.55,0.62,0.51,0.18,ok,
201709_114.0018234_22.667901699999994.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.54,0.63,0.38,0.46,0.34,0.25,ok,
201709_114.0144989_22.623911299999996.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.86,0.14,0.76,0.48,0.67,0.08,ok,
201709_114.01594280000002_22.643162600000004.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.72,0.58,0.46,0.55,0.41,0.18,ok,
201709_114.0218923_22.6305483.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.78,0.62,0.74,0.88,0.34,0.08,ok,
201709_114.0241351_22.6258048.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.66,0.48,0.34,0.72,0.46,0.22,ok,
201709_114.0333185_22.7434467.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.77,0.48,0.74,0.71,0.33,0.08,ok,
201709_114.03886620000002_22.64132529999999.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.69,0.72,0.66,0.58,0.32,0.12,ok,
201709_114.0414485_22.640062199999996.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.72,0.34,0.53,0.57,0.62,0.18,ok,
201709_114.0502404_22.601815099999996.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.74,0.68,0.46,0.71,0.28,0.17,ok,
201709_114.0569058_22.528170200000005.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.72,0.73,0.52,0.64,0.32,0.12,ok,
201709_114.06019570199695_22.61155481335208.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.72,0.43,0.34,0.55,0.48,0.18,ok,
201709_114.0612517_22.7125737.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.68,0.34,0.57,0.44,0.48,0.24,ok,
201709_114.06861678573122_22.721309304140785.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.62,0.41,0.33,0.29,0.56,0.22,ok,
201709_114.0696131_22.72285939999999.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.72,0.28,0.43,0.56,0.63,0.29,ok,
201709_114.0793126_22.562718900000004.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.82,0.36,0.73,0.47,0.44,0.08,ok,
201709_114.0871723_22.5609009.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.74,0.42,0.61,0.72,0.58,0.12,ok,
201709_114.0946047_22.6365959.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.78,0.46,0.49,0.58,0.52,0.16,ok,
201709_114.1036659_22.633577100000004.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.78,0.18,0.63,0.74,0.56,0.12,ok,
201709_114.1064122_22.6536206.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.72,0.43,0.56,0.71,0.47,0.12,ok,
201709_114.1390699_22.549754199999995.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.62,0.72,0.68,0.79,0.28,0.12,ok,
201902_113.78802927099669_22.681579777229107.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.72,0.41,0.48,0.52,0.63,0.22,ok,
201902_113.7968278_22.6764534.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.74,0.43,0.52,0.46,0.58,0.31,ok,
201902_113.8125536_22.742092199999995.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.74,0.23,0.55,0.62,0.64,0.18,ok,
201902_113.822293711952_22.708451784912096.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.68,0.56,0.43,0.77,0.52,0.2,ok,
201902_113.82461400636875_22.737846546103565.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.78,0.42,0.61,0.72,0.43,0.12,ok,
201902_113.86370289163905_22.8024886393656.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.68,0.42,0.46,0.41,0.62,0.24,ok,
201902_113.8693476_22.598104299999996.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.76,0.58,0.67,0.78,0.31,0.11,ok,
201902_113.8941739734363_22.720864788587726.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.67,0.71,0.56,0.52,0.24,0.18,ok,
201902_113.91025928046581_22.57583711733693.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.72,0.44,0.53,0.69,0.41,0.12,ok,
201902_114.0317129_22.543413399999995.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.73,0.61,0.78,0.74,0.38,0.08,ok,
201902_114.04594474714749_22.567282191742024.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.68,0.32,0.48,0.42,0.67,0.22,ok,
201908_114.2393767_22.557769699999998.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.86,0.28,0.74,0.82,0.66,0.09,ok,
201909_113.9015183_22.709992299999996.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.72,0.55,0.42,0.64,0.44,0.18,ok,
202003_113.88955644157302_22.798927053748397.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.78,0.18,0.56,0.45,0.74,0.17,ok,
202003_114.0251856_22.63805.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.86,0.44,0.66,0.82,0.49,0.12,ok,
202003_114.1991135_22.709366499999998.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.77,0.22,0.56,0.75,0.63,0.12,ok,
202003_114.2000427014398_22.692087883164596.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.84,0.07,0.39,0.32,0.82,0.22,ok,
202003_114.23825474491608_22.69764445152608.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.72,0.38,0.56,0.57,0.61,0.12,ok,
202101_113.85384977720011_22.78301523471154.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.63,0.41,0.28,0.36,0.58,0.24,ok,
202101_113.8825929_22.794455400000004.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.72,0.58,0.46,0.69,0.44,0.14,ok,
202101_113.888855_22.791229200000004.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.72,0.42,0.34,0.58,0.68,0.18,ok,
202101_113.90091646008864_22.799239870213608.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.62,0.46,0.34,0.42,0.38,0.31,ok,
202101_113.93861180000002_22.7661842.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.69,0.58,0.52,0.61,0.48,0.16,ok,
202102_113.91371846455706_22.760970536511298.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.72,0.28,0.45,0.52,0.63,0.18,ok,
202102_113.946745_22.740813599999992.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.76,0.18,0.48,0.57,0.74,0.1,ok,
202102_114.0434234_22.704722999999998.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.68,0.58,0.46,0.55,0.42,0.2,ok,
202103_113.77808539352496_22.70661859855536.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.62,0.18,0.28,0.55,0.68,0.36,ok,
202103_113.78774241091746_22.712710262476318.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.74,0.43,0.34,0.55,0.52,0.17,ok,
202103_113.8106956_22.774374599999994.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.76,0.48,0.42,0.58,0.41,0.18,ok,
202103_113.81288850694662_22.667950333592696.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.84,0.35,0.34,0.58,0.66,0.18,ok,
202103_113.82008186652787_22.75965661067105.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.66,0.61,0.49,0.62,0.34,0.16,ok,
202103_113.8244835_22.775231100000003.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.72,0.38,0.56,0.78,0.47,0.08,ok,
202103_113.82636226744971_22.67478843036012.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.74,0.42,0.46,0.58,0.55,0.21,ok,
202103_113.8264963501249_22.68374108533307.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.68,0.72,0.56,0.61,0.28,0.18,ok,
202103_113.8352526_22.7190171.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.58,0.28,0.42,0.47,0.61,0.32,ok,
202103_113.837714_22.7391328.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.72,0.67,0.58,0.66,0.18,0.1,ok,
202103_113.84227470000002_22.765698599999997.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.72,0.56,0.43,0.52,0.38,0.18,ok,
202103_113.8435713_22.621687999999995.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.78,0.63,0.67,0.74,0.41,0.06,ok,
202103_113.8521336_22.690685799999994.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.78,0.34,0.62,0.55,0.58,0.12,ok,
202103_113.85770470000001_22.582482999999996.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.72,0.84,0.56,0.48,0.12,0.14,ok,
202103_113.86854584962914_22.602575394764475.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.72,0.28,0.46,0.55,0.66,0.14,ok,
202103_113.8770939_22.5847014.png,urban_perception_sixdim,gpt-5.4-mini,477e2d92650869ad,False,0.74,0.63,0.67,0.72,0.34,0.12,ok,
