capture_id,vlm_being_away,vlm_coherence,vlm_scope,vlm_fascination,vlm_restorative_average,vlm_model,prompt_hash,cache_hit,vlm_status,vlm_error
201402_114.2354072444943_22.717375951530183.png,0.08,0.62,0.34,0.22,0.315,gpt-5.4-mini,35128c8cfbadece8,,ok,
201402_114.30325706315772_22.703626619142224.png,0.42,0.78,0.55,0.4,0.5375,gpt-5.4-mini,35128c8cfbadece8,,ok,
201402_114.31282391584024_22.716085470930057.png,0.19,0.71,0.46,0.28,0.41,gpt-5.4-mini,35128c8cfbadece8,,ok,
201402_114.3897088_22.742227699999997.png,0.14,0.62,0.45,0.31,0.38,gpt-5.4-mini,35128c8cfbadece8,,ok,
201402_114.410324_22.6407317.png,0.22,0.63,0.48,0.31,0.41,gpt-5.4-mini,35128c8cfbadece8,,ok,
201403_114.02884416138046_22.76146747143481.png,0.34,0.71,0.62,0.44,0.5275,gpt-5.4-mini,35128c8cfbadece8,,ok,
201403_114.291943_22.670415299999995.png,0.12,0.63,0.28,0.18,0.3025,gpt-5.4-mini,35128c8cfbadece8,,ok,
201404_113.88194917077641_22.8155861177406.png,0.29,0.82,0.64,0.34,0.5225,gpt-5.4-mini,35128c8cfbadece8,,ok,
201404_113.8891361_22.658751799999997.png,0.18,0.74,0.57,0.22,0.4275,gpt-5.4-mini,35128c8cfbadece8,,ok,
201404_113.9381102174492_22.67214804135569.png,0.43,0.72,0.78,0.34,0.5675,gpt-5.4-mini,35128c8cfbadece8,,ok,
201408_113.9440293_22.7980389.png,0.42,0.63,0.56,0.34,0.4875,gpt-5.4-mini,35128c8cfbadece8,,ok,
201410_114.39313294679685_22.740476520102636.png,0.42,0.78,0.67,0.46,0.5825,gpt-5.4-mini,35128c8cfbadece8,,ok,
201410_114.401642_22.760514199999992.png,0.22,0.76,0.64,0.28,0.475,gpt-5.4-mini,35128c8cfbadece8,,ok,
201509_113.8842395_22.5070012.png,0.08,0.42,0.28,0.24,0.255,gpt-5.4-mini,35128c8cfbadece8,,ok,
201510_113.9132915_22.4939517.png,0.35,0.62,0.48,0.31,0.44,gpt-5.4-mini,35128c8cfbadece8,,ok,
201510_114.12311478463587_22.540428499015647.png,0.22,0.73,0.68,0.41,0.51,gpt-5.4-mini,35128c8cfbadece8,,ok,
201510_114.141854_22.6526184.png,0.18,0.72,0.64,0.31,0.4625,gpt-5.4-mini,35128c8cfbadece8,,ok,
201510_114.1548433_22.612801099999995.png,0.08,0.62,0.48,0.16,0.335,gpt-5.4-mini,35128c8cfbadece8,,ok,
201511_113.78989593872954_22.626797290819933.png,0.78,0.9,0.82,0.58,0.77,gpt-5.4-mini,35128c8cfbadece8,,ok,
201511_113.8926971_22.590370800000002.png,0.34,0.62,0.58,0.29,0.4575,gpt-5.4-mini,35128c8cfbadece8,,ok,
201601_113.8745102_22.5675937.png,0.22,0.56,0.41,0.33,0.38,gpt-5.4-mini,35128c8cfbadece8,,ok,
201601_113.91355756883638_22.578036885096644.png,0.27,0.61,0.48,0.39,0.4375,gpt-5.4-mini,35128c8cfbadece8,,ok,
201601_113.9205707480704_22.555670959071687.png,0.35,0.72,0.64,0.31,0.505,gpt-5.4-mini,35128c8cfbadece8,,ok,
201601_113.9367483_22.5688907.png,0.12,0.46,0.71,0.18,0.3675,gpt-5.4-mini,35128c8cfbadece8,,ok,
201601_113.95563_22.5731096.png,0.18,0.63,0.44,0.37,0.405,gpt-5.4-mini,35128c8cfbadece8,,ok,
201601_113.97572705186109_22.58630829746072.png,0.28,0.78,0.67,0.35,0.52,gpt-5.4-mini,35128c8cfbadece8,,ok,
201601_113.98643188363951_22.565336028740756.png,0.42,0.71,0.55,0.48,0.54,gpt-5.4-mini,35128c8cfbadece8,,ok,
201601_114.00555478492693_22.63003206862512.png,0.24,0.68,0.52,0.31,0.4375,gpt-5.4-mini,35128c8cfbadece8,,ok,
201601_114.0135251_22.565275.png,0.63,0.61,0.67,0.54,0.6125,gpt-5.4-mini,35128c8cfbadece8,,ok,
201601_114.03942740028948_22.59325947934857.png,0.22,0.61,0.54,0.28,0.4125,gpt-5.4-mini,35128c8cfbadece8,,ok,
201601_114.0493319_22.6903141.png,0.34,0.63,0.46,0.48,0.4775,gpt-5.4-mini,35128c8cfbadece8,,ok,
201601_114.04964802536469_22.65207090120377.png,0.32,0.62,0.71,0.39,0.51,gpt-5.4-mini,35128c8cfbadece8,,ok,
201601_114.0712346_22.5696774.png,0.15,0.72,0.58,0.31,0.44,gpt-5.4-mini,35128c8cfbadece8,,ok,
201601_114.10467809451235_22.63798504103764.png,0.18,0.74,0.62,0.31,0.4625,gpt-5.4-mini,35128c8cfbadece8,,ok,
201601_114.1115713_22.576595899999997.png,0.12,0.55,0.35,0.22,0.31,gpt-5.4-mini,35128c8cfbadece8,,ok,
201602_114.0076178_22.653348199999996.png,0.08,0.52,0.63,0.22,0.3625,gpt-5.4-mini,35128c8cfbadece8,,ok,
201602_114.1318184_22.558027199999998.png,0.22,0.66,0.54,0.31,0.4325,gpt-5.4-mini,35128c8cfbadece8,,ok,
201606_114.0391485_22.7282786.png,0.15,0.55,0.35,0.28,0.3325,gpt-5.4-mini,35128c8cfbadece8,,ok,
201607_114.1406262_22.5624803.png,0.29,0.71,0.68,0.34,0.505,gpt-5.4-mini,35128c8cfbadece8,,ok,
201608_114.2805139_22.625256699999998.png,0.76,0.71,0.64,0.58,0.6725,gpt-5.4-mini,35128c8cfbadece8,,ok,
201608_114.300297_22.5877188.png,0.55,0.72,0.63,0.58,0.62,gpt-5.4-mini,35128c8cfbadece8,,ok,
201708_113.9089397_22.523997199999993.png,0.45,0.68,0.56,0.61,0.5750000000000001,gpt-5.4-mini,35128c8cfbadece8,,ok,
201708_113.9153991_22.566538199999997.png,0.08,0.42,0.36,0.18,0.26,gpt-5.4-mini,35128c8cfbadece8,,ok,
201708_113.9303359_22.515187099999995.png,0.31,0.72,0.46,0.44,0.4825,gpt-5.4-mini,35128c8cfbadece8,,ok,
201708_113.9439892_22.5486754.png,0.18,0.63,0.52,0.34,0.4175,gpt-5.4-mini,35128c8cfbadece8,,ok,
201708_114.1139086_22.538370400000005.png,0.08,0.62,0.84,0.27,0.4525,gpt-5.4-mini,35128c8cfbadece8,,ok,
201709_113.9344939_22.552632599999995.png,0.24,0.68,0.56,0.32,0.45,gpt-5.4-mini,35128c8cfbadece8,,ok,
201709_113.943607_22.5605947.png,0.18,0.7,0.56,0.24,0.42,gpt-5.4-mini,35128c8cfbadece8,,ok,
201709_113.96211397355088_22.531719062555634.png,0.42,0.76,0.55,0.61,0.585,gpt-5.4-mini,35128c8cfbadece8,,ok,
201709_113.9639129_22.534823.png,0.08,0.68,0.46,0.43,0.4125,gpt-5.4-mini,35128c8cfbadece8,,ok,
201709_113.9994241_22.667688899999998.png,0.18,0.62,0.41,0.29,0.375,gpt-5.4-mini,35128c8cfbadece8,,ok,
201709_114.0018234_22.667901699999994.png,0.08,0.55,0.18,0.24,0.2625,gpt-5.4-mini,35128c8cfbadece8,,ok,
201709_114.0144989_22.623911299999996.png,0.62,0.74,0.68,0.41,0.6125,gpt-5.4-mini,35128c8cfbadece8,,ok,
201709_114.01594280000002_22.643162600000004.png,0.14,0.58,0.31,0.24,0.3175,gpt-5.4-mini,35128c8cfbadece8,,ok,
201709_114.0218923_22.6305483.png,0.24,0.67,0.71,0.36,0.495,gpt-5.4-mini,35128c8cfbadece8,,ok,
201709_114.0241351_22.6258048.png,0.08,0.55,0.62,0.34,0.3975,gpt-5.4-mini,35128c8cfbadece8,,ok,
201709_114.0333185_22.7434467.png,0.63,0.56,0.72,0.61,0.63,gpt-5.4-mini,35128c8cfbadece8,,ok,
201709_114.03886620000002_22.64132529999999.png,0.18,0.63,0.48,0.42,0.4275,gpt-5.4-mini,35128c8cfbadece8,,ok,
201709_114.0414485_22.640062199999996.png,0.28,0.66,0.44,0.41,0.4475,gpt-5.4-mini,35128c8cfbadece8,,ok,
201709_114.0502404_22.601815099999996.png,0.06,0.48,0.34,0.18,0.265,gpt-5.4-mini,35128c8cfbadece8,,ok,
201709_114.0569058_22.528170200000005.png,0.07,0.45,0.43,0.18,0.2825,gpt-5.4-mini,35128c8cfbadece8,,ok,
201709_114.06019570199695_22.61155481335208.png,0.15,0.58,0.44,0.22,0.3475,gpt-5.4-mini,35128c8cfbadece8,,ok,
201709_114.0612517_22.7125737.png,0.32,0.54,0.41,0.48,0.4375,gpt-5.4-mini,35128c8cfbadece8,,ok,
201709_114.06861678573122_22.721309304140785.png,0.14,0.41,0.32,0.27,0.285,gpt-5.4-mini,35128c8cfbadece8,,ok,
201709_114.0696131_22.72285939999999.png,0.12,0.54,0.41,0.22,0.3225,gpt-5.4-mini,35128c8cfbadece8,,ok,
201709_114.0793126_22.562718900000004.png,0.72,0.78,0.76,0.57,0.7075,gpt-5.4-mini,35128c8cfbadece8,,ok,
201709_114.0871723_22.5609009.png,0.18,0.62,0.56,0.28,0.41,gpt-5.4-mini,35128c8cfbadece8,,ok,
201709_114.0946047_22.6365959.png,0.12,0.68,0.54,0.24,0.395,gpt-5.4-mini,35128c8cfbadece8,,ok,
201709_114.1036659_22.633577100000004.png,0.32,0.63,0.41,0.28,0.41,gpt-5.4-mini,35128c8cfbadece8,,ok,
201709_114.1064122_22.6536206.png,0.34,0.61,0.46,0.42,0.4575,gpt-5.4-mini,35128c8cfbadece8,,ok,
201709_114.1390699_22.549754199999995.png,0.08,0.42,0.32,0.25,0.2675,gpt-5.4-mini,35128c8cfbadece8,,ok,
201902_113.78802927099669_22.681579777229107.png,0.12,0.62,0.48,0.22,0.36,gpt-5.4-mini,35128c8cfbadece8,,ok,
201902_113.7968278_22.6764534.png,0.08,0.58,0.42,0.18,0.315,gpt-5.4-mini,35128c8cfbadece8,,ok,
201902_113.8125536_22.742092199999995.png,0.18,0.72,0.64,0.22,0.44,gpt-5.4-mini,35128c8cfbadece8,,ok,
201902_113.822293711952_22.708451784912096.png,0.18,0.52,0.34,0.31,0.3375,gpt-5.4-mini,35128c8cfbadece8,,ok,
201902_113.82461400636875_22.737846546103565.png,0.42,0.71,0.67,0.54,0.585,gpt-5.4-mini,35128c8cfbadece8,,ok,
201902_113.86370289163905_22.8024886393656.png,0.18,0.52,0.63,0.31,0.41,gpt-5.4-mini,35128c8cfbadece8,,ok,
201902_113.8693476_22.598104299999996.png,0.16,0.55,0.58,0.31,0.4,gpt-5.4-mini,35128c8cfbadece8,,ok,
201902_113.8941739734363_22.720864788587726.png,0.18,0.42,0.58,0.36,0.385,gpt-5.4-mini,35128c8cfbadece8,,ok,
201902_113.91025928046581_22.57583711733693.png,0.18,0.62,0.41,0.52,0.4325,gpt-5.4-mini,35128c8cfbadece8,,ok,
201902_114.0317129_22.543413399999995.png,0.45,0.72,0.67,0.58,0.605,gpt-5.4-mini,35128c8cfbadece8,,ok,
201902_114.04594474714749_22.567282191742024.png,0.12,0.72,0.34,0.18,0.3399999999999999,gpt-5.4-mini,35128c8cfbadece8,,ok,
201908_114.2393767_22.557769699999998.png,0.62,0.68,0.77,0.54,0.6525000000000001,gpt-5.4-mini,35128c8cfbadece8,,ok,
201909_113.9015183_22.709992299999996.png,0.12,0.58,0.42,0.25,0.3424999999999999,gpt-5.4-mini,35128c8cfbadece8,,ok,
202003_113.88955644157302_22.798927053748397.png,0.56,0.79,0.73,0.48,0.64,gpt-5.4-mini,35128c8cfbadece8,,ok,
202003_114.0251856_22.63805.png,0.28,0.72,0.46,0.41,0.4675,gpt-5.4-mini,35128c8cfbadece8,,ok,
202003_114.1991135_22.709366499999998.png,0.34,0.58,0.67,0.45,0.51,gpt-5.4-mini,35128c8cfbadece8,,ok,
202003_114.2000427014398_22.692087883164596.png,0.22,0.83,0.68,0.41,0.535,gpt-5.4-mini,35128c8cfbadece8,,ok,
202003_114.23825474491608_22.69764445152608.png,0.24,0.68,0.55,0.32,0.4475,gpt-5.4-mini,35128c8cfbadece8,,ok,
202101_113.85384977720011_22.78301523471154.png,0.08,0.55,0.46,0.18,0.3175,gpt-5.4-mini,35128c8cfbadece8,,ok,
202101_113.8825929_22.794455400000004.png,0.12,0.62,0.55,0.28,0.3925,gpt-5.4-mini,35128c8cfbadece8,,ok,
202101_113.888855_22.791229200000004.png,0.06,0.68,0.72,0.18,0.41,gpt-5.4-mini,35128c8cfbadece8,,ok,
202101_113.90091646008864_22.799239870213608.png,0.08,0.56,0.34,0.19,0.2925,gpt-5.4-mini,35128c8cfbadece8,,ok,
202101_113.93861180000002_22.7661842.png,0.08,0.56,0.34,0.21,0.2975,gpt-5.4-mini,35128c8cfbadece8,,ok,
202102_113.91371846455706_22.760970536511298.png,0.08,0.62,0.43,0.18,0.3275,gpt-5.4-mini,35128c8cfbadece8,,ok,
202102_113.946745_22.740813599999992.png,0.08,0.78,0.74,0.18,0.445,gpt-5.4-mini,35128c8cfbadece8,,ok,
202102_114.0434234_22.704722999999998.png,0.08,0.42,0.58,0.34,0.355,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_113.77808539352496_22.70661859855536.png,0.08,0.62,0.41,0.17,0.32,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_113.78774241091746_22.712710262476318.png,0.08,0.56,0.37,0.18,0.2975,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_113.8106956_22.774374599999994.png,0.08,0.62,0.34,0.28,0.33,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_113.81288850694662_22.667950333592696.png,0.08,0.67,0.58,0.18,0.3775,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_113.82008186652787_22.75965661067105.png,0.11,0.56,0.58,0.29,0.385,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_113.8244835_22.775231100000003.png,0.12,0.58,0.74,0.28,0.43,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_113.82636226744971_22.67478843036012.png,0.18,0.66,0.45,0.28,0.3925,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_113.8264963501249_22.68374108533307.png,0.12,0.55,0.42,0.31,0.35,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_113.8352526_22.7190171.png,0.15,0.48,0.42,0.28,0.3325,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_113.837714_22.7391328.png,0.12,0.58,0.46,0.32,0.37,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_113.84227470000002_22.765698599999997.png,0.12,0.62,0.36,0.28,0.345,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_113.8435713_22.621687999999995.png,0.22,0.68,0.62,0.35,0.4675,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_113.8521336_22.690685799999994.png,0.52,0.63,0.58,0.41,0.535,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_113.85770470000001_22.582482999999996.png,0.08,0.52,0.46,0.34,0.35,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_113.86854584962914_22.602575394764475.png,0.38,0.72,0.61,0.35,0.515,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_113.8770939_22.5847014.png,0.18,0.68,0.57,0.32,0.4375,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_113.87880600086551_22.78372813730076.png,0.08,0.66,0.63,0.24,0.4025,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_113.8871678_22.50216539999999.png,0.28,0.63,0.58,0.37,0.4649999999999999,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_113.9070024_22.779004599999993.png,0.12,0.54,0.33,0.22,0.3025,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_113.9159635_22.4858451.png,0.36,0.78,0.58,0.46,0.545,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_113.9228765_22.525948399999997.png,0.05,0.58,0.72,0.22,0.3924999999999999,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_113.92463050000002_22.500260399999995.png,0.34,0.78,0.51,0.43,0.515,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_113.9317217_22.5611119.png,0.34,0.68,0.57,0.41,0.5,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_113.941758_22.503601700000004.png,0.24,0.71,0.46,0.31,0.43,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_113.9429747_22.532584499999995.png,0.22,0.66,0.58,0.34,0.45,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_113.9572307259974_22.543175451827373.png,0.78,0.92,0.81,0.67,0.795,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_113.9651074_22.569433700000005.png,0.22,0.66,0.47,0.28,0.4075,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_113.9772284_22.566765299999997.png,0.34,0.62,0.41,0.47,0.4599999999999999,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_114.0028434_22.5361266.png,0.22,0.56,0.62,0.28,0.42,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_114.0214167_22.529604399999997.png,0.08,0.62,0.34,0.28,0.33,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_114.0295192_22.6753357.png,0.32,0.56,0.41,0.38,0.4175,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_114.0343637_22.714637800000002.png,0.05,0.42,0.48,0.18,0.2825,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_114.03556500000002_22.543814300000005.png,0.18,0.52,0.64,0.33,0.4175,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_114.0433253_22.542509600000002.png,0.36,0.74,0.63,0.44,0.5425,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_114.0492532_22.503914999999996.png,0.22,0.68,0.57,0.31,0.445,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_114.0552365_22.5092541.png,0.24,0.67,0.58,0.39,0.47,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_114.05568005891669_22.668509965401316.png,0.33,0.62,0.71,0.41,0.5175,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_114.0727822_22.654202299999998.png,0.08,0.46,0.42,0.31,0.3175,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_114.08177436810324_22.71047882066633.png,0.18,0.62,0.55,0.41,0.44,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_114.0931461_22.554121899999995.png,0.18,0.52,0.39,0.33,0.355,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_114.0970567909583_22.7181553287723.png,0.33,0.58,0.46,0.41,0.445,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_114.097324_22.7009943.png,0.18,0.62,0.44,0.22,0.365,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_114.0988453_22.704682299999998.png,0.12,0.62,0.41,0.22,0.3424999999999999,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_114.1102391_22.621661899999992.png,0.18,0.56,0.52,0.34,0.4,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_114.1198452_22.5910835.png,0.12,0.43,0.35,0.18,0.27,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_114.12190805793112_22.627928023917203.png,0.44,0.72,0.63,0.52,0.5775,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_114.1227501_22.5559666.png,0.35,0.62,0.48,0.46,0.4775,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_114.1284662_22.625145700000004.png,0.23,0.68,0.64,0.34,0.4725,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_114.1462658_22.620422699999995.png,0.08,0.47,0.36,0.28,0.2975,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_114.2151047_22.555198599999997.png,0.28,0.56,0.49,0.33,0.415,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_114.21793862646713_22.67803233370238.png,0.22,0.51,0.34,0.28,0.3375,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_114.2240115_22.690695.png,0.18,0.42,0.51,0.34,0.3625,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_114.2358123_22.728261600000003.png,0.34,0.72,0.58,0.39,0.5075,gpt-5.4-mini,35128c8cfbadece8,,ok,
